video_id,university_name,category,topic,search_query,title,description,channel_name,upload_date,upload_year,views,likes,comment_count,duration,language,video_url,relevance_score,relevance_label
IL_gJNY-7ow,Sharda University,faculty_research,faculty,Sharda University faculty,Sharda University — Where your Journey Becomes a Legacy!,"Sharda University doesn't just prepare students for jobs. It shapes leaders, entreprenuers, innovators. Experience a world of ...",Sharda University,2025-08-14T12:49:30Z,2025,15727612,35,1,PT1M47S,unknown,https://www.youtube.com/watch?v=IL_gJNY-7ow,20,Relevant
_jlwy4aS0BM,Bennett University,faculty_research,faculty,Bennett University faculty,Shape your career in Biotechnology at Bennett University,"Discover the unique Biotechnology program at Bennett University, combining cutting-edge skills and technology to tackle ...",Bennett University (Times Group),2023-08-03T12:43:30Z,2023,859,20,0,PT2M5S,unknown,https://www.youtube.com/watch?v=_jlwy4aS0BM,20,Relevant
d4hB5Ua1oes,PES University,faculty_research,faculty,PES University faculty,"PES University RR Campus - 10th Convocation - 2025 - BBASM, BBAHEM, Psyc, Law, B.Arch &amp; B.Design","Date: Sunday, August 31, 2025 Time: 04.00 pm Venue: GJBC Audi 2B, PES University, 100 Feet Road Banashankari III Stage, ...",PES University,2025-08-31T15:32:10Z,2025,1718,20,0,PT4H33M26S,unknown,https://www.youtube.com/watch?v=d4hB5Ua1oes,20,Relevant
tgUtBkra8iU,RV University,faculty_research,faculty,RV University faculty,"RV University - a Bangalore-based new-age, tech-driven, global university for liberal education","RV University is backed by the 82-year-old rich legacy of RV Educational Institutions, recognised among the top value-based and ...",RV University,2023-01-20T11:48:20Z,2023,25455,198,0,PT7M8S,unknown,https://www.youtube.com/watch?v=tgUtBkra8iU,20,Relevant
7RTzXEswoXs,PES University,faculty_research,faculty,PES University faculty,PES University RR Campus - 10th Convocation - 2025 - MCA,"Date: Sunday, August 31, 2025 Time: 04.00 pm Venue: GJBC 1B Audi, PES University, 100 Feet Road Banashankari III Stage, ...",PES University,2025-08-31T15:25:42Z,2025,2717,48,2,PT4H14M21S,unknown,https://www.youtube.com/watch?v=7RTzXEswoXs,20,Relevant
REw3CYf3Oj0,PES University,faculty_research,faculty,PES University faculty,PES University RR Campus - 10th Convocation 2025 - Electronics and Communication Engineering,"Date: Sunday, August 31, 2025 Time: 04.00 pm Venue: GJBC Audi 1A, PES University, 100 Feet Road Banashankari III Stage, ...",PES University,2025-09-01T02:52:15Z,2025,3470,44,0,PT3H19M13S,unknown,https://www.youtube.com/watch?v=REw3CYf3Oj0,20,Relevant
h4fnmtz7rlA,PES University,faculty_research,faculty,PES University faculty,PES University RR Campus - 10th Convocation 2025 - Computer Science Engineering,"Date: Sunday, August 31, 2025 Time: 04.00 pm Venue: MRD Auditorium, PES University, 100 Feet Road Banashankari III Stage, ...",PES University,2025-08-31T16:01:18Z,2025,9771,114,3,PT4H33M,unknown,https://www.youtube.com/watch?v=h4fnmtz7rlA,20,Relevant
0lJoZ0JsBRA,Thapar Institute of Engineering and Technology,faculty_research,faculty,Thapar Institute of Engineering and Technology faculty,REGULAR FACULTY RECRUITMENT IN THAPAR INSTITUTE || ASSISSTANT PROFESSOR POSTS 2023 || VACANCYGATE ||,REGULAR FACULTY RECRUITMENT IN THAPAR INSTITUTE || ASSISSTANT PROFESSOR POSTS 2023 || VACANCYGATE ...,Vacancygate,2023-10-19T14:00:02Z,2023,125,2,0,PT1M26S,unknown,https://www.youtube.com/watch?v=0lJoZ0JsBRA,20,Relevant
TLB5MWec5o4,Bennett University,faculty_research,faculty,Bennett University faculty,"Bennett University Global Pathways Program | Study in UK, USA &amp; Canada",Big dreams deserve a global classroom. Begin your academic journey at Bennett University and unlock opportunities to study at ...,Bennett University (Times Group),2026-05-18T12:23:26Z,2026,727833,6,2,PT51S,unknown,https://www.youtube.com/watch?v=TLB5MWec5o4,20,Relevant
US5oNDk1EwM,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,Chandigarh University Rises to New Heights in QS Asia Rankings 2026!,"History made, pride amplified! Chandigarh University has once again been named India's No. 1 Private University in the QS Asia ...",Chandigarh University - CU,2025-11-04T12:16:14Z,2025,1492308,363,3,PT42S,unknown,https://www.youtube.com/watch?v=US5oNDk1EwM,20,Relevant
1GESOpFbZSo,KIIT University,faculty_research,faculty,KIIT University faculty,KIIT University Row: Teacher’s Remarks on Nepali Students Spark Outrage | KIIT Viral Video,"KIIT Student Death News: Tensions are high at KIIT University, Bhubaneswar, after the alleged suicide of a Nepalese student led ...",The Indian Express,2025-02-17T17:08:27Z,2025,792397,12592,8257,PT7M32S,unknown,https://www.youtube.com/watch?v=1GESOpFbZSo,20,Relevant
BvKOOZQUASk,University of Mumbai,faculty_research,plagiarism,University of Mumbai plagiarism,UGC NET Paper 1 Research Aptitude by Aditi Mam || Types of Plagiarism || UGC NET DEC 2023 JRFAdda,UGC NET DEC 2023 | Types of Plagiarism | UGC NET Paper 1 Research Aptitude by Adiit Mam | UGC NET December 2023 ...,JRFAdda,2023-10-04T02:30:10Z,2023,5017,342,22,PT9M32S,unknown,https://www.youtube.com/watch?v=BvKOOZQUASk,20,Relevant
fdTmOTd7LY4,Bennett University,faculty_research,faculty,Bennett University faculty,MBA Admissions 2026 at Bennett University | Round 3 Closing Soon 🚀,Join Bennett University MBA | Round 3 Applications Closing Soon 🏛️ Powered by The Times Group 10 Industry-Focused ...,Bennett University (Times Group),2026-05-28T10:47:02Z,2026,52,1,1,PT42S,unknown,https://www.youtube.com/watch?v=fdTmOTd7LY4,20,Relevant
-PaDqugRWQA,Sharda University,faculty_research,faculty,Sharda University faculty,Admissions Open at Sharda Univeristy -Hurry Up || Sharda University #trending #shorts #ytshorts,Admissions Open at Sharda Univeristy -Hurry Up || Sharda University #trending #shorts #ytshorts #placement #shardauniversity ...,Sharda University,2026-05-08T04:30:00Z,2026,818,23,2,PT53S,unknown,https://www.youtube.com/watch?v=-PaDqugRWQA,20,Relevant
M2vDwvi41Ck,Bennett University,faculty_research,faculty,Bennett University faculty,Bennett University | 7th Annual Convocation 2025 | LIVE,"Welcome to the 7th Annual Convocation Ceremony of Bennett University, a momentous occasion celebrating the achievements, ...",Bennett University (Times Group),2025-11-15T21:53:55Z,2025,4389,96,0,PT1H52M44S,unknown,https://www.youtube.com/watch?v=M2vDwvi41Ck,20,Relevant
BKhA7CzfO5U,Sharda University,faculty_research,faculty,Sharda University faculty,Sharda University 8th Convocation 2024 || Sharda University,Sharda University 8th Convocation 2024#ShardaUniversity Connect With Us On Social Media: Subscribe ...,Sharda University,2024-10-16T00:24:54Z,2024,4664,119,0,PT2H5M15S,unknown,https://www.youtube.com/watch?v=BKhA7CzfO5U,20,Relevant
l48RPELcA58,Central University of Odisha,faculty_research,faculty,Central University of Odisha faculty,"Department of Statistics, Central University of Odisha #odisha #koraput #education","The Department of Statistics under the aegis of the School of Applied Sciences, at the Central University of Odisha is founded in ...",Central University of Odisha,2026-06-11T13:54:32Z,2026,232,20,0,PT4M53S,unknown,https://www.youtube.com/watch?v=l48RPELcA58,20,Relevant
C1pwWdSP6Gk,Galgotias University,faculty_research,faculty,Galgotias University faculty,"Galgotias University Professor’s Before &amp; After Interviews On Robodog, Watch What Neha Singh Said...","Galgotias University has been asked to vacate its stall at the AI Summit Expo immediately, sources said, following a controversy ...",Times Now,2026-02-18T07:50:39Z,2026,575175,3791,4322,PT3M21S,unknown,https://www.youtube.com/watch?v=C1pwWdSP6Gk,20,Relevant
yKFuAW9Beoo,Central University of Andhra Pradesh,faculty_research,faculty,Central University of Andhra Pradesh faculty,"Vacancies for Asst. Professor Temporary Basis, Retired/Superannuated Teacher &amp; Guest Faculty 2026-27","This video shares the details related to the Vacancies for the Assistant Professor on Temporary Basis, Retired/Superannuated ...",SimplEducation,2026-06-04T03:04:26Z,2026,33,0,0,PT5M18S,unknown,https://www.youtube.com/watch?v=yKFuAW9Beoo,20,Relevant
Uo0XcEpDkII,RV University,faculty_research,faculty,RV University faculty,RV University School of Economics | Economics of the real world to solve real problems,"About the School of Economics, RV University, Bangalore Learning at the School of Economics (SoE) at RV University focuses on ...",RV University,2023-05-09T05:01:41Z,2023,513,5,0,PT51S,unknown,https://www.youtube.com/watch?v=Uo0XcEpDkII,20,Relevant
27HTkZUbKHI,Central University of Rajasthan,faculty_research,faculty,Central University of Rajasthan faculty,Assistant Professor Vacancy Central University of Rajasthan 2025 #rpsc #assistantprofessor #govtjobs,Central University of Rajasthan advertisement for Recruitment of Teaching Positions Online applications are invited from eligible ...,Instant Seekh UGC NET,2025-07-19T14:07:37Z,2025,132,8,0,PT1M,unknown,https://www.youtube.com/watch?v=27HTkZUbKHI,20,Relevant
9KTzDIQI8E0,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,"Chandigarh University: India’s #1 Private University | Global Education, Placements &amp; Scholarships","Every milestone at Chandigarh University is shaped by the values of Bharat—rooted in wisdom, powered by innovation, and ...",Chandigarh University - CU,2026-01-06T12:35:33Z,2026,1119395,22,0,PT1M31S,unknown,https://www.youtube.com/watch?v=9KTzDIQI8E0,20,Relevant
h8QaUEH3kMY,Galgotias University,faculty_research,faculty,Galgotias University faculty,Galgotias University AI Summit | Galgotias&#39; Registrar On Suspension Of Professor After Controversy,Galgotias University Registrar Nitin Kumar Gaur on Wednesday issued a press release on behalf of the University and apologised ...,NDTV,2026-02-20T10:00:06Z,2026,50640,179,266,PT3M18S,unknown,https://www.youtube.com/watch?v=h8QaUEH3kMY,20,Relevant
zjwJhbsVFHs,BITS Pilani,faculty_research,faculty,BITS Pilani faculty,#FACULTY HIRING 2025 ADVANCE YOUR RESEARCH AND  TEACHING JOURNEY WITH BITS PILANI FACULTY# SHORTS,,Mathmatics update Exam job phd work shop,2025-09-10T20:51:00Z,2025,94,4,0,PT15S,unknown,https://www.youtube.com/watch?v=zjwJhbsVFHs,20,Relevant
jWPmcXcOojc,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,CSE First Year Student sharing her experience at Chandigarh University,Ambitious Student embarking on her CSE Engineering journey at Chandigarh University! Watch the Video.,Chandigarh University - CU,2024-07-25T09:23:30Z,2024,52018,2938,9,PT56S,unknown,https://www.youtube.com/watch?v=jWPmcXcOojc,20,Relevant
jMImfdjyi5M,Galgotias University,faculty_research,faculty,Galgotias University faculty,Viral Galgotias University Professor Issues Clarification | Mo of Everything,"Surrounded by a huge controversy over the display of a 'Chinese' RoboDog at the AI Impact Summit, Galgotias University ...",MO,2026-02-18T08:06:52Z,2026,38808,860,240,PT1M32S,unknown,https://www.youtube.com/watch?v=jMImfdjyi5M,20,Relevant
0a1z6Dk2fj8,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,Automobile Engineering Placements | Amazon Placements - Chandigarh University,Merit opened the door. Determination walked through it. Daksh Dhankar entered Chandigarh University on a 50% CUCET ...,Chandigarh University - CU,2026-04-21T06:25:13Z,2026,341339,449,11,PT1M18S,unknown,https://www.youtube.com/watch?v=0a1z6Dk2fj8,20,Relevant
6AgJpdRuRDY,Bennett University,faculty_research,faculty,Bennett University faculty,Turn Your Passion for Storytelling into a Career | BA Mass Communication at Bennett University,"Stories shape the world, and every great storyteller starts somewhere. At Bennett University, the BA Mass Communication ...",Bennett University (Times Group),2026-05-26T06:18:33Z,2026,491430,4,0,PT1M6S,unknown,https://www.youtube.com/watch?v=6AgJpdRuRDY,20,Relevant
mrzaiGmJ5ZU,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,International Student Scholarships at Chandigarh University,"Meet Mwaniki Gail Mumbu, an international student from Kenya at Chandigarh University and a proud beneficiary of our ...",Chandigarh University - CU,2024-12-17T12:17:26Z,2024,20154,13,0,PT56S,unknown,https://www.youtube.com/watch?v=mrzaiGmJ5ZU,20,Relevant
W9-EXxf-0Zs,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,Chandigarh University Ranked Among India’s Top 1% Universities | QS World University Rankings 2027,Chandigarh University celebrated a remarkable moment as the latest QS World University Rankings placed the institution among ...,Chandigarh University - CU,2026-06-19T06:28:40Z,2026,16,3,0,PT1M11S,unknown,https://www.youtube.com/watch?v=W9-EXxf-0Zs,20,Relevant
lDzO5vIZuqM,Galgotias University,faculty_research,faculty,Galgotias University faculty,Supreme Court Judges and Global Legal Experts Gather at Galgotias University,"International Conference on Comparative Law (ICCL 2026) Galgotias University's School of Law, in collaboration with the School ...",Galgotias University,2026-06-05T06:06:59Z,2026,48,0,0,PT1M49S,unknown,https://www.youtube.com/watch?v=lDzO5vIZuqM,20,Relevant
Iu8eBi-gjTI,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,Chandigarh University Ranked Among India’s Top Universities in the NIRF rankings.,CU Ranked Among India's Top Universities in the NIRF rankings Chandigarh University has secured 19th position in the NIRF ...,Chandigarh University UP,2025-09-04T09:15:35Z,2025,38540,21,0,PT43S,unknown,https://www.youtube.com/watch?v=Iu8eBi-gjTI,20,Relevant
YcA0DNdSROk,Christ University,faculty_research,faculty,Christ University faculty,Faculty&#39;s Tips &amp; Tricks to Crack Christ University | Questions asked during Interview Round OUT!!!,Connect with Kailash Sir on LinkedIn - https://www.linkedin.com/in/kailash-koushik-102685aa. Other videos on Christ University ...,Journeyteaches,2023-02-16T14:46:13Z,2023,8604,253,59,PT14M51S,unknown,https://www.youtube.com/watch?v=YcA0DNdSROk,20,Relevant
xMC7Sx-EsiM,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,Mechanical Engineering Placements - Chandigarh University,"Chandigarh University has always emphasised growth according to the Industrial demand, and by providing unique platforms and ...",Chandigarh University - CU,2023-11-23T06:21:59Z,2023,381901,37,14,PT53S,unknown,https://www.youtube.com/watch?v=xMC7Sx-EsiM,20,Relevant
mQQNmaOz8gI,Amity University,faculty_research,faculty,Amity University faculty,"Amity University Punjab&#39;s grandest fest, Amiphoria 2024, is here - #Shorts","Shorts - Get ready to be amazed! The wait is finally over - Amity University Punjab's grandest fest, Amiphoria 2024, is here!","Amity University Punjab ""Official""",2024-03-07T16:49:24Z,2024,11783,113,0,PT15S,unknown,https://www.youtube.com/watch?v=mQQNmaOz8gI,20,Relevant
CIBsGUbQtO0,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,"MBA (Tourism, Hospitality &amp; Aviation) GMR Airports Limited Placements | Chandigarh University","Renowned as India's No.1 Private University, Chandigarh University is delighted to share the remarkable journey of Mr. Sarthak ...",Chandigarh University - CU,2025-12-04T04:51:58Z,2025,270,3,0,PT1M13S,unknown,https://www.youtube.com/watch?v=CIBsGUbQtO0,20,Relevant
Ak7dgWgjmVU,Bennett University,faculty_research,faculty,Bennett University faculty,Decoding Liberal Arts Education with Bennett University,Bennett University's webinar on Decoding Liberal Arts Education was an excellent opportunity to introduce the program to all ...,Bennett University (Times Group),2023-05-02T07:45:25Z,2023,253,2,0,PT53M58S,unknown,https://www.youtube.com/watch?v=Ak7dgWgjmVU,20,Relevant
6ZKfy3pM8jk,Bennett University,faculty_research,faculty,Bennett University faculty,Bennett University Open House 2026 | A Day of Aspirations &amp; Future-Ready Conversations,"A day full of aspirations, experiences, and future-ready conversations at open house. Bennett University Open House 2026 ...",Bennett University (Times Group),2026-05-16T12:25:36Z,2026,1656,38,1,PT27S,unknown,https://www.youtube.com/watch?v=6ZKfy3pM8jk,20,Relevant
OVdNITifudE,Sharda University,faculty_research,faculty,Sharda University faculty,"Big News from UP: Sharda University student commits suicide, accuses faculty members of harassment","Tragedy struck Sharda University on Monday as a second-year BDS (Bachelor of Dental Surgery) student died by suicide, ...",YugPatrika,2025-07-19T06:55:16Z,2025,410,9,0,PT26S,unknown,https://www.youtube.com/watch?v=OVdNITifudE,20,Relevant
kff_NtQrxUk,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,Start Your Legal Journey: Bachelor of Law (LLB) Admissions Open at Chandigarh University,Step into the World of Law with the Bachelor of Law (LLB) at Chandigarh University. Our innovative program combines top-notch ...,Chandigarh University - CU,2025-07-19T13:57:36Z,2025,131845,140,3,PT1M19S,unknown,https://www.youtube.com/watch?v=kff_NtQrxUk,20,Relevant
QlqJvXfaaCc,Anna University,faculty_research,plagiarism,Anna University plagiarism,GITAM University Research Admissions Test 2023 MCQs|Plagiarism in Research Methodology MCQs|,"In this session, I have discussed plagiarism in research methodology by using mcqs. Hello Aspirants, GITAM University Research ...",PhD Jobs and Admission,2023-06-03T11:30:08Z,2023,298,8,1,PT24M31S,unknown,https://www.youtube.com/watch?v=QlqJvXfaaCc,20,Relevant
7bjXO7kPgf0,RV University,faculty_research,faculty,RV University faculty,A Glimpse into RV University Open House 2026,"RV University Open House 2026 – a day filled with insights, interactions, and endless possibilities. From engaging school ...",RV University,2026-04-04T10:34:02Z,2026,2933,54,2,PT52S,unknown,https://www.youtube.com/watch?v=7bjXO7kPgf0,20,Relevant
nBND8mP4XwE,Bennett University,faculty_research,faculty,Bennett University faculty,"Ashish Bhardwaj, M.Tech (AI), shares his incredible journey at Bennett University","Ashish Bhardwaj, M.Tech (AI), shares his incredible journey at Bennett University, where unwavering support and world-class ...",Bennett University (Times Group),2025-05-03T10:14:13Z,2025,1729,14,0,PT24S,unknown,https://www.youtube.com/watch?v=nBND8mP4XwE,20,Relevant
7mrxlFJOZ-E,Delhi University,faculty_research,plagiarism,Delhi University plagiarism,42  How can one check for plagiarism before submitting a research project,Delhi University Solved Papers WhatsApp Channel https://whatsapp.com/channel/0029Vb70x3lKAwEhGr7tA20c Follow this link ...,Delhi University Previous Year Solution & lectures,2026-05-31T16:20:48Z,2026,31,0,0,PT2M39S,unknown,https://www.youtube.com/watch?v=7mrxlFJOZ-E,20,Relevant
iKWKpTzDQdk,Central University of Gujarat,faculty_research,faculty,Central University of Gujarat faculty,Kulgeet of Central University of Gujarat | Written by the Hon’ble VC Prof. Rama Shanker Dubey,Presenting the official Kulgeet (University Anthem) of the Central University of Gujarat (CUG) — a lyrical tribute to the university's ...,Central University of Gujarat,2025-08-03T04:06:09Z,2025,1030,40,2,PT4M26S,unknown,https://www.youtube.com/watch?v=iKWKpTzDQdk,20,Relevant
0NOnTZNo_gU,Chandigarh University,faculty_research,faculty,Chandigarh University faculty,M.A. in Economics at Chandigarh University,Be a coveted global professional with a Master's degree in Economics at Chandigarh University! This industry-aligned ...,Chandigarh University - CU,2025-08-01T10:36:56Z,2025,306,9,0,PT1M7S,unknown,https://www.youtube.com/watch?v=0NOnTZNo_gU,20,Relevant
QhUn7kCsh34,RV University,faculty_research,faculty,RV University faculty,A dual degree Executive MBA programme offered by RV University &amp; Bryant University,A dual degree* #ExecutiveMBA programme offered by RV University & Bryant University is designed to build you into an ...,RV University - Bryant University EMBA ,2023-05-24T14:06:55Z,2023,130,3,0,PT30S,unknown,https://www.youtube.com/watch?v=QhUn7kCsh34,20,Relevant
vPoVcOMvKc8,Galgotias University,faculty_research,faculty,Galgotias University faculty,Galgotias University Blames Professor Neha Singh For Chinese Robot Dog Fiasco At AI Impact Summit,"Galgotias University has issued a formal apology following a massive controversy at the India AI Impact Summit 2026 in Delhi, ...",India Today,2026-02-19T02:43:46Z,2026,89089,374,506,PT6M11S,unknown,https://www.youtube.com/watch?v=vPoVcOMvKc8,20,Relevant
g_HXO-QWBK0,Sharda University,faculty_research,faculty,Sharda University faculty,Beautiful Infrastructures | Sharda University Agra | SUA | Campus life | Top University in Agra,Sharda University Agra is approved by Government of Uttar Pradesh and prides itself in being the only multi-discipline campus in ...,Sharda University Agra,2025-05-17T09:59:10Z,2025,2458,59,0,PT21S,unknown,https://www.youtube.com/watch?v=g_HXO-QWBK0,20,Relevant
TLfQk-3ew64,Sharda University,faculty_research,faculty,Sharda University faculty,Shardatalk | Sharda University Agra | Event,"Exciting Announcement! Sharda University Agra, is thrilled to present Sharda Talk – a dynamic event where ideas, inspiration, ...",Sharda University Agra,2024-05-31T13:21:10Z,2024,2628,49,0,PT10S,unknown,https://www.youtube.com/watch?v=TLfQk-3ew64,20,Relevant
wOE79odLS_Y,Central University of Gujarat,faculty_research,faculty,Central University of Gujarat faculty,Explore Your Future with Central University of Gujarat | Times Higher Education Expo 2026 Vadodara,Explore the Right Path to Your Future with Central University of Gujarat! Central University of Gujarat (CUG) is participating in the ...,Central University of Gujarat,2026-05-01T06:11:28Z,2026,541,25,7,PT3M5S,unknown,https://www.youtube.com/watch?v=wOE79odLS_Y,20,Relevant
hNxPHQeXPHs,Galgotias University,faculty_research,faculty,Galgotias University faculty,Republic Bharat Showcases Goa Statehood Day Celebrations at Galgotias University,"Goa Statehood Day celebration at Galgotias University was featured by Republic Bharat, highlighting how the campus came alive ...",Galgotias University,2026-06-02T08:26:45Z,2026,64,1,0,PT3M1S,unknown,https://www.youtube.com/watch?v=hNxPHQeXPHs,20,Relevant
HFpMqYS2BdE,Sharda University,faculty_research,faculty,Sharda University faculty,Why This Topper Chose Sharda University Agra! 🎓 | Rachat Agrwal’s Story #Shorts,"Meet Rachat Agrwal, who scored 93.2% in his board exams and chose Sharda University Agra to pursue his dreams. Find out ...",Sharda University Agra,2025-06-30T11:41:43Z,2025,1179,25,1,PT1M15S,unknown,https://www.youtube.com/watch?v=HFpMqYS2BdE,20,Relevant
ZvghZSwGPxY,Maulana Azad National Institute of Technology Bhopal,faculty_research,faculty,Maulana Azad National Institute of Technology Bhopal faculty,UNIVERSITY/COLLEGE/SCHOOL/(Teaching Faculty Job)/ASSISTANT PROFESSOR/TEACHER/SAGAR/BHOPAL/JABALPUR,UNIVERSITY/COLLEGE/SCHOOL/(Teaching Faculty Job) TELEGRAM:https://t.me/rsdu5 PDF LINKS- ...,SAHITY SAGAR,2025-09-18T13:46:28Z,2025,864,41,14,PT17M12S,unknown,https://www.youtube.com/watch?v=ZvghZSwGPxY,20,Relevant
w7EYhWD1nBw,Sharda University,faculty_research,faculty,Sharda University faculty,Sharda University | International Student Testimonial | Endale Sharon | Cameroon,From Cameroon to India- Endale Bela Lorena Sharon is having the time of her life at Sharda University. ✨ Let's hear it from ...,Sharda University,2026-03-30T12:10:19Z,2026,282,5,1,PT1M50S,unknown,https://www.youtube.com/watch?v=w7EYhWD1nBw,20,Relevant
TUw7128wef4,Savitribai Phule Pune University,faculty_research,plagiarism,Savitribai Phule Pune University plagiarism,✅Inadequate Authorship in Research | Deciding Authorship &amp; Publication Ethics |What is Plagiarism-7,reserch #researchpaper #researchprocess # Plagiarism #Researchpapers #Journalpapers #Conferecepapers #Reviewarticles ...,Prof. Rahul Pandya - IIT Dharwad,2023-10-12T22:04:55Z,2023,447,6,0,PT2M2S,unknown,https://www.youtube.com/watch?v=TUw7128wef4,20,Relevant
UTo5Ob07kbE,RV University,faculty_research,faculty,RV University faculty,77 Years of the Indian Republic 🇮🇳 | Republic Day Celebrations at RV University,"The 77th Republic Day was celebrated with immense pride and patriotic spirit at RV University, led by the dedicated NCC cadets.",RV University,2026-01-26T08:11:46Z,2026,1278,87,2,PT2M20S,unknown,https://www.youtube.com/watch?v=UTo5Ob07kbE,20,Relevant
GCyoCh2rcb4,University of Madras,faculty_research,plagiarism,University of Madras plagiarism,"Plagiarism Meaning, UGC Regulations on Plagiarism, Plagiarism in Research, plagiarism ugc net","Plagiarism Meaning, UGC Regulations on Plagiarism, Plagiarism in Research, plagiarism ugc net, plagiarism in research ...",DWIVEDI GUIDANCE,2024-11-11T16:19:12Z,2024,13971,0,14,PT11M8S,unknown,https://www.youtube.com/watch?v=GCyoCh2rcb4,19,Relevant
2-5Z6bgU_Xk,Central University of Odisha,faculty_research,faculty,Central University of Odisha faculty,CAMPUS TOUR // Central University Of Odisha // CUO KORAPUT,centraluniversityofodisha #cuo #koraput #odisha #beddepartment #cuokoraput #cuet2025 #cuetpg.,SELECTIVE study WITH GBS,2025-05-15T04:17:20Z,2025,10369,188,61,PT7M40S,unknown,https://www.youtube.com/watch?v=2-5Z6bgU_Xk,19,Relevant
EQYL82AwHxQ,Maulana Azad National Institute of Technology Bhopal,faculty_research,faculty,Maulana Azad National Institute of Technology Bhopal faculty,MP MANIT Faculty Recruitment 2025 | MANIT Bhopal Assistant Professor Vacancy | Apply Online Now ,MP MANIT Faculty Recruitment 2025 | MANIT Bhopal Assistant Professor Vacancy | Apply Online Now MANIT Bhopal Faculty ...,Praise Computer Youtube,2025-10-26T11:32:51Z,2025,81,3,0,PT9M22S,unknown,https://www.youtube.com/watch?v=EQYL82AwHxQ,19,Relevant
7esDRHLRX2I,Central University of Odisha,faculty_research,faculty,Central University of Odisha faculty,EXPLORING CENTRAL UNIVERSITY OF ODISHA NEW ACADEMIC BLOCK // CUO CAMPUS TOUR PART-2,centraluniversity #cuokoraput #cuo #centraluniversityofodisha #koraputdiaries #odisha.,SELECTIVE study WITH GBS,2025-07-29T04:57:26Z,2025,2186,52,29,PT7M8S,unknown,https://www.youtube.com/watch?v=7esDRHLRX2I,19,Relevant
1JxmWwx4_IY,Lucknow University,faculty_research,plagiarism,Lucknow University plagiarism,PLAGIARISM AND ITS TYPES | TECHNIQUES TO AVOID PLAGIARISM | RESEARCH METHODOLOGY | DIALECTICAL GIRL,"This video discusses about one of the important topics of Research Methodology - 'Plagiarism in Legal Research' (Meaning, ...",Dialectical Girl - Divya Hariharan ,2024-07-05T04:30:00Z,2024,8569,207,15,PT13M35S,unknown,https://www.youtube.com/watch?v=1JxmWwx4_IY,19,Relevant
LSH3cAJchps,Galgotias University,faculty_research,faculty,Galgotias University faculty,Inside Galgotias University&#39;s New AI Block: Students Share Experiences &amp; Tech-Driven Learning,Explore the vibrant world of Galgotias University through our captivating video series. From inspiring student stories and faculty ...,Galgotias University,2025-06-13T04:43:23Z,2025,2127,24,2,PT26S,unknown,https://www.youtube.com/watch?v=LSH3cAJchps,19,Relevant
U089N9qOFoA,Amity University,faculty_research,faculty,Amity University faculty,AMITY UNIVERSITY CAMPUS TOUR,"Hey guys! As a student at Amity, I'm super excited to finally take you all along on a real campus tour! In Part 1, we're ...",PTR Deep,2026-04-02T07:30:12Z,2026,9302,133,42,PT22M22S,unknown,https://www.youtube.com/watch?v=U089N9qOFoA,19,Relevant
jGrIgg67hiE,Lovely Professional University,faculty_research,faculty,Lovely Professional University faculty,"Phd in LPU 2026 , Research , Faculty ,Scholarship ,PhD for working Professionals PhD",To Apply see below Link : https://sms.lpu.in/h89cbluIZ Coupon Code : LPURMV124 Timestamps 00:00 –01:01 Introduction: ...,traveler bird,2025-11-06T13:30:01Z,2025,1275,58,37,PT6M53S,unknown,https://www.youtube.com/watch?v=jGrIgg67hiE,19,Relevant
UX82H8sZ_SA,Central University of Odisha,faculty_research,faculty,Central University of Odisha faculty,Room Tour :Central University of odisha ♥️,,Abhinav Singh C. U. O,2025-05-24T13:42:05Z,2025,28114,234,17,PT12S,unknown,https://www.youtube.com/watch?v=UX82H8sZ_SA,19,Relevant
11etJOAQ6kE,PES University,faculty_research,faculty,PES University faculty,Aatmatrisha 2026 at PES University 🎉 | Ethnic Day + Full Campus Tour!,,Vaibhaw Siddharth,2026-04-04T04:56:21Z,2026,3619,54,1,PT20S,unknown,https://www.youtube.com/watch?v=11etJOAQ6kE,19,Relevant
ga9n6_9s3H0,Galgotias University,faculty_research,faculty,Galgotias University faculty,"IEEE Conference on Computing, Power &amp; Communication Technologies at Galgotias University","3 Days. 43 Sessions. 10 Keynotes. One global platform for research, innovation, and academic exchange. The IEEE IC2PCT 2026 ...",Galgotias University,2026-05-25T08:28:11Z,2026,17,0,0,PT1M38S,unknown,https://www.youtube.com/watch?v=ga9n6_9s3H0,19,Relevant
