video_id,university_name,category,topic,search_query,title,description,channel_name,upload_date,upload_year,views,likes,comment_count,duration,language,video_url
2Cp8b308ASk,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,Hyderabad University Ko NIRF Ranking Me 18wa Maqam#NIRFRanking,,Safa Tv News Channel,2025-09-05T14:32:28Z,2025,241,0,0,PT39S,unknown,https://www.youtube.com/watch?v=2Cp8b308ASk
yHaZ1W_1TEQ,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,"Top 10 Central Universities in India 2025 🔥 | NIRF Ranking with Courses, Fees &amp; Admission Details","Top 10 Central Universities in India 2025 | Updated NIRF Rankings | Full Details on Courses, Fees & Admission Process! Are you ...",govupdatewala,2025-08-07T05:02:44Z,2025,6,0,0,PT51S,unknown,https://www.youtube.com/watch?v=yHaZ1W_1TEQ
Ci5jpsPoe_s,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,Top 5 Colleges in Telangana | NIRF Rankings Revealed #shorts #collegereview,Discover the Top 5 Colleges in Telangana! ✨   Are you ready to find the best institutions for higher education in Telangana?,College Suggest,2024-08-01T12:30:09Z,2024,284,2,0,PT44S,unknown,https://www.youtube.com/watch?v=Ci5jpsPoe_s
7Kgm9MGD_oo,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,⚖️ Top 5 Law Colleges in India 2025 | NIRF Ranking 2025 OUT! 💥 #Law #NIRF2025,"NIRF Ranking 2025 for Law Colleges is OUT! In this video, we present the Top 5 Law Colleges in India 2025 according to the ...",Careers360,2025-09-04T09:21:24Z,2025,1923,18,0,PT34S,unknown,https://www.youtube.com/watch?v=7Kgm9MGD_oo
7ExC-uyn2Kk,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,NIRF ranking 2025 Engineering colleges ,nirfranking #nirf2025#ai #ai #engineeringdegree #placement #education #cse #iit #datascience #hyderabad #engineering #jee.,Dr TCS Career Guidance and Counseling ,2025-09-10T02:30:11Z,2025,5040,141,10,PT15M40S,unknown,https://www.youtube.com/watch?v=7ExC-uyn2Kk
JyaryQfyGlk,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,5 Colleges that deserve better NIRF Ranking 💀 | #Engineering #shorts #iit #iitmotivation #college,"Hey Guys, All Pdfs are uploaded on Telegram - https://t.me/r_meghwani Or you can search "" Ritik Meghwani "" Directly on telegram ...",Ritik Meghwani,2023-02-20T11:35:22Z,2023,469513,35593,657,PT1M,unknown,https://www.youtube.com/watch?v=JyaryQfyGlk
CAMoF8NqK7I,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,NIRF Ranking Rost | Om Panday Sir | Physics Wallah| Chandigarh University | PW | CU | NIRF,,CollegeXplore,2023-07-21T03:55:18Z,2023,24957,464,7,PT38S,unknown,https://www.youtube.com/watch?v=CAMoF8NqK7I
IGfcPwfG6RE,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,Nirf Ranking,Best IAS Coaching in Hyderabad Best UPSC Coaching in Hyderabad Top IAS Academy in Hyderabad UPSC Coaching ...,Mana La Excellence,2025-09-10T05:55:33Z,2025,2339,48,2,PT37S,unknown,https://www.youtube.com/watch?v=IGfcPwfG6RE
01aV28dvHcE,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,Top 5 University for CUET 2026 Exam 🔥📄#shorts,"For Batch Admission related queries, Call us at 09650076247 CUET MANZIL CLASS NOTES AND QUIZ ...",Adda247 CUET,2024-10-09T06:26:49Z,2024,1217771,60720,567,PT59S,unknown,https://www.youtube.com/watch?v=01aV28dvHcE
LCGsEj258j0,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,IIT Madras tops the nation again ✨#iitmadras #nirf #excellence #innovation #sustainability #jee #iit,,Vaibhav Gujar [IIT Madras],2025-09-08T16:45:03Z,2025,4187998,72661,864,PT20S,unknown,https://www.youtube.com/watch?v=LCGsEj258j0
W6QatuELdIc,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,Day 1 IIT Hyderabad 📚🫠 #day1 #iit #collegelife #iitstudents  #hyderabad #dailyvlog #fyp #iitians,,Gaurkrishna ,2025-08-01T07:25:43Z,2025,1961164,28231,84,PT22S,unknown,https://www.youtube.com/watch?v=W6QatuELdIc
wnzkwpS40wI,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,Highest package of all 28 IIIT colleges #iit #nit #iiit #nitt,Disclaimer: The information presented in this video are based on publicly available sources on the internet and are subject to ...,CCSU notes,2025-01-09T05:27:05Z,2025,1558083,4091,46,PT5S,unknown,https://www.youtube.com/watch?v=wnzkwpS40wI
6v2O9BFzVk4,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,NIRF RANKING 2022 : TOP-10 IIT,,English with Nadeem Sir,2023-03-04T12:46:17Z,2023,1668,147,0,PT37S,unknown,https://www.youtube.com/watch?v=6v2O9BFzVk4
k8H-TW-pQpk,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,NIRF Rankings 2023 | Telangana Universities&amp;Engineering colleges NIRF Rankings |Do SUBSCRIBE,Tags: #nirfrankings2023 #telangananirfrankinga2023 #nirfrankingsofengineeringcollegesinhyderabad #nirf #nirfranking2022 ...,TS EAMCET.in.,2023-07-30T06:14:27Z,2023,673,9,0,PT56S,unknown,https://www.youtube.com/watch?v=k8H-TW-pQpk
iYyknl6Whps,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,List of all NIT colleges with their NIRF rank in tabular form 2024 #nirfrankings #nit #nitt,Disclaimer: The information presented in this video are based on publicly available sources on the internet and are subject to ...,CCSU notes,2024-12-28T08:31:03Z,2024,11409,34,1,PT6S,unknown,https://www.youtube.com/watch?v=iYyknl6Whps
8egoMJw6Kdo,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,"JNTU Hyderabad- Best college in Telangana? Placements, fees, NIRF Ranking. #EAMCET2026 #EAPCET2026",THE TOP 10 ENGINEERING COLLEGES Follow @sparkacademyonline Call 8977525461 for long term/repeater/dropper/regular ...,Spark Academy,2025-01-21T12:30:12Z,2025,11221,166,20,PT1M3S,unknown,https://www.youtube.com/watch?v=8egoMJw6Kdo
okjAiIJ3jEU,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,"India Top Universities 2026 🏆 NIRF Rankings Released | DU, JNU, BHU &amp; UOH",NIRF 2026 తాజా ర్యాంకింగ్స్ విడుదలయ్యాయి! ఈ వీడియోలో భారతదేశంలోని ...,Maa Education,2026-06-18T05:38:47Z,2026,1850,4,0,PT5S,unknown,https://www.youtube.com/watch?v=okjAiIJ3jEU
BC87d382ZnE,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,Top 10 IIT Colleges in India 2025 – Best IIT Ranking List #iit,Top 10 IIT Colleges in India 2025 – Best IIT Ranking List #iit #iitjee #iitbombay #iitdelhi #gk #india #newsupdate #gkshorts ...,𝐓𝐑𝐄𝐍𝐃𝐈𝐍𝐆  𝐈𝐍𝐃𝐈𝐀  🇮🇳,2025-08-08T12:38:44Z,2025,405241,1526,11,PT6S,unknown,https://www.youtube.com/watch?v=BC87d382ZnE
wqJ0mYhCZ6A,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,"Top 10 Central University In India | Best Universities 👌| Under CUET  UG, PG &amp; PHD Exams || #shorts","Top 10 Central University In India | Best Universities | Under CUET UG, PG & PHD Exams || #shorts Hello guys, in this shorts ...",TrekRoots,2023-04-27T07:30:20Z,2023,1541,0,8,PT30S,unknown,https://www.youtube.com/watch?v=wqJ0mYhCZ6A
hTanlloMmXY,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,Best 25 BCA colleges in India according to India Today BCA college rankings #bca,Disclaimer: The information presented in this video are based on publicly available sources on the internet and are subject to ...,CCSU notes,2025-01-21T06:41:00Z,2025,1553721,5096,32,PT5S,unknown,https://www.youtube.com/watch?v=hTanlloMmXY
uStwYZzWz28,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,NIRF Rankings 2025. Top 10 Engineering Colleges #iit #iitbombay #iitdelhi #iitmadras #nirf #nit,"NIRF Rankings 2025. Top 10 Engineering Colleges in India OnKampus connects you with mentors from IITs, NITs, IIITs, BITS ...",onKampus,2025-09-07T07:39:57Z,2025,724,12,1,PT58S,unknown,https://www.youtube.com/watch?v=uStwYZzWz28
BnxnqN4bJh8,University of Hyderabad,rankings,NIRF,University of Hyderabad NIRF,"Manage Hyderabad Ranking EXPOSED | National vs Regional Shock | NIRF, Outlook, Collegedunia 😲","Learn more: https://bitly.cx/YP6u0 In TWENTY-TWENTY FIVE, MANAGE Hyderabad achieved notable recognition in national ...",Collegedunia MBA,2025-10-17T14:45:03Z,2025,377,4,0,PT59S,unknown,https://www.youtube.com/watch?v=BnxnqN4bJh8
